name,phone_num,address,sido,sigungu
신성동물병원,042-863-0700,대전광역시 유성구 신성동 209번지 10호,대전광역시,
신세계 동물병원,226-7585,광주광역시 동구 호남동 43번지 1호,광주광역시,
신세계동물병원,054-858-7553,경상북도 안동시 명륜동 328번지 4호,경상북도,
신세계동물병원,468-7533,인천광역시 남동구 만수동 879번지 2호,인천광역시,
신세계동물병원,751-6693,대구광역시 수성구 수성동3가 347번지 18호 효정빌딩 1층,대구광역시,
신세계동물병원,273-9636,경상북도 포항시 남구 해도동 123번지 5호,경상북도,
신세계동물의료센터,055-367-9123,경상남도 양산시 물금읍 가촌리 1280번지 4호 나래메트로시티 A 201,경상남도,
신안동물병원,061-271-6014,전라남도 신안군 압해읍 신장리 470번지 3호,전라남도,
신영재동물병원,032-552-0075,인천광역시 계양구 병방동 426번지,인천광역시,
신일환동물병원,682-1010,전라남도 여수시 학동 11번지 16호,전라남도,
신제주동물병원,744-2992,제주특별자치도 제주시 노형동 720번지 3호,제주특별자치도,
신창동물병원,062-952-0750,광주광역시 광산구 신창동 1129번지 3호,광주광역시,
신탄진 동물병원,931-7582,대전광역시 대덕구 신탄진동 147번지 5호,대전광역시,
신통방통 동물병원,032-552-3369,인천광역시 계양구 작전동 863번지,인천광역시,
신퍼피클럽 동물병원,032-821-8275,인천광역시 연수구 연수동 522번지 3호,인천광역시,
신한동물병원,053-352-1998,대구광역시 북구 칠성동2가 2번지 2호,대구광역시,
신현동물병원,636-8272,경상남도 거제시 고현동 238번지 6호,경상남도,
신호동물병원,051-972-0972,부산광역시 강서구 신호동 304번지 9호,부산광역시,
신흥동물병원,033-434-2206,강원도 홍천군 홍천읍 신장대리 13번지 1호,강원도,
신흥동물병원,212-9117,충청북도 청주시 상당구 율량동 1386번지 분평주공아파트 711 1401,충청북도,
신흥동물병원(산업동물병원),212-9117,충청북도 청주시 청원구 내수읍 구성리 253번지 5호,충청북도,
심동물병원,070-8826-5882,충청남도 부여군 규암면 규암리 117번지 5호 금강타운 102호,충청남도,
십자가축병원,931-3135,경상남도 합천군 합천읍 합천리 891번지 8호,경상남도,
쌤아저씨,042-531-4405,대전광역시 서구 내동 169번지 11호,대전광역시,
아나파동물병원,032-876-7585,인천광역시 미추홀구 주안동 505번지 1호,인천광역시,
아나푸게안과동물병원,524-3663,광주광역시 북구 용봉동 1402번지 6호,광주광역시,
아너스 동물병원,052-281-3567,울산광역시 남구 삼산동 1550번지 12호,울산광역시,
아라i동물병원,064-753-7575,제주특별자치도 제주시 아라일동 6114번지 14호,제주특별자치도,
아라동물병원,727-8442,제주특별자치도 제주시 아라일동 6139번지,제주특별자치도,
아라종합동물병원,032-886-0079,인천광역시 미추홀구 주안동 241번지 9호,인천광역시,
아람동물의료센터,032-866-1111,인천광역시 서구 원당동 0번지 아인시티 주차타워,인천광역시,
아랑동물병원,055-552-3071,경상남도 창원시 진해구 용원동 1269번지 6호 1층,경상남도,
아름다운 동물병원,032-834-7583,인천광역시 연수구 송도동 3번지 29호 서운프라자,인천광역시,
아름동물병원,731-3935,충청북도 옥천군 옥천읍 삼양리 산194번지 4호,충청북도,
아리스타동물의료센터,041-909-4141,충청남도 천안시 서북구 불당동 1483번지 불당아리스타팰리스 1,충청남도,
아마존 동물병원,032-555-7502,인천광역시 계양구 임학동 67번지 7호,인천광역시,
아산동물의료센터,727-7522,부산광역시 기장군 정관읍 매학리 717번지 3호,부산광역시,
아산시 동물복지지원센터 부속 동물병원,041-537-3845,충청남도 아산시 배미동 9번지 29호,충청남도,
아산아이윌24시동물메디컬센터,041-532-3332,충청남도 아산시 풍기동 485번지,충청남도,
아산축산업협동조합(동물병원),041-544-7744,충청남도 아산시 염치읍 방현리 296번지 1호,충청남도,
아이들 동물병원,063-273-5575,전라북도 전주시 덕진구 만성동 1366번지 3호,전라북도,
아이디펫 동물병원,051-863-8638,부산광역시 연제구 연산동 306번지 39호,부산광역시,
아이러브펫동물병원,032-875-7566,인천광역시 미추홀구 용현동 648번지 홈플러스 인하점 지하1층 8,인천광역시,
아이센텀 동물메디컬센터,746-0075,부산광역시 해운대구 우동 1488번지 대우월드마크센텀아파트,부산광역시,
아이앤지동물병원,051-702-5575,부산광역시 해운대구 좌동 1295번지 4호 메이드프롬,부산광역시,
아이즈동물병원,646-8841,강원도 강릉시 옥천동 285번지 2호,강원도,
아이케어 동물병원,0325647600,인천광역시 서구 청라동 167번지 1호 청라리치아노,인천광역시,
아이케어 동물병원,042-710-7975,대전광역시 유성구 문지동 637번지 2호,대전광역시,
아이파크 24시 동물병원,055-222-2475,경상남도 창원시 마산합포구 신포동1가 68번지 3호,경상남도,
아이파크 동물병원,055-222-2475,경상남도 창원시 마산합포구 해운동 67번지 9호 2층,경상남도,
아이펫동물병원,573-1175,대구광역시 서구 평리동 1360번지,대구광역시,
아인동물의료센터,032-721-7595,인천광역시 연수구 송도동 21번지 53호,인천광역시,
아진동물병원,054-336-6179,경상북도 영천시 도림동 709번지 1호 외 1필지(709),경상북도,
아쿠아 종합동물병원,055)333-2967,경상남도 김해시 삼문동 579번지 7호,경상남도,
아프리카 동물병원,053-291-3336,대구광역시 북구 침산동 241번지 1호,대구광역시,
아프리카 동물병원,063-247-8874,전라북도 전주시 덕진구 인후동1가 928번지 1호 대명가치맨션 101 703,전라북도,
아프리카 동물의료센터,032-508-7582,인천광역시 부평구 삼산동 427번지 5호 덕성빌딩 3층,인천광역시,
아프리카동물병원,032-833-7575,인천광역시 연수구 옥련동 304번지 12호,인천광역시,
안강가축병원,761-2227,경상북도 경주시 강동면 인동리 319번지,경상북도,
안동동물의료센터,054-854-0075,경상북도 안동시 옥동 790번지 8호,경상북도,
안동봉화축협동물병원,858-8530,경상북도 안동시 광석동 20번지 4호 안동봉화축협,경상북도,
안동제1 동물병원,852-7582,경상북도 안동시 옥동 796번지 1호,경상북도,
안락동물병원,051-556-8747,부산광역시 동래구 안락동 756번지 57호,부산광역시,
안상수동물병원,032-887-1537,인천광역시 미추홀구 용현동 622번지 149호,인천광역시,
안정성평가연구소 전북흡입안전성연구본부 부속 동물병원,570-8313,전라북도 정읍시 신정동 30번지,전라북도,
안호영동물병원,532-7272,대전광역시 서구 갈마동 293번지 5호,대전광역시,
알파동물병원,743-2135,경상북도 경주시 노서동 163번지 4호,경상북도,
알프스동물병원,473-0815,대구광역시 남구 봉덕동 562번지 15호,대구광역시,
애견종합동물병원,647-8575,강원도 강릉시 옥천동 168번지 4호,강원도,
애경동물병원,808-0251,부산광역시 부산진구 연지동 375번지 15호,부산광역시,
애나동물병원,032-529-9633,인천광역시 부평구 산곡동 2번지 10호 정진빌딩,인천광역시,
애니펫동물병원,032-833-4875,인천광역시 연수구 송도동 15번지 10호 송도 더 프라우 3단지 303동 123~125호,인천광역시,
애니피아동물병원,061-644-2729,전라남도 여수시 국동 543번지 국동대주아파트,전라남도,
애니힐동물병원,466-7975,인천광역시 남동구 구월동 1526번지 1호,인천광역시,
애플동물병원,043-911-8275,충청북도 충주시 칠금동 834번지 하나빌딩,충청북도,
애플동물병원,053-633-1175,대구광역시 달서구 진천동 574번지 1호,대구광역시,
앨리스in동물병원,053-638-7585,대구광역시 달서구 월성동 1811번지 그루메디컬,대구광역시,
앨리스동물병원,053-963-0775,대구광역시 동구 신서동 713번지 1층,대구광역시,
약초동물병원,055-973-7584,경상남도 산청군 신안면 하정리 651번지 5호 협성철강,경상남도,
양구동물병원,033-481-2618,강원도 양구군 국토정중앙면 가오작리 1092번지,강원도,
양덕동물병원,255-0099,경상북도 포항시 북구 양덕동 1755번지,경상북도,
양산 동물 메디컬센터,055-365-7582,경상남도 양산시 중부동 708번지 3호,경상남도,
양산에스동물메디컬센터,055-382-2475,경상남도 양산시 물금읍 증산리 1776번지 2호,경상남도,
양지동물병원,051-867-5595,부산광역시 연제구 연산동 746번지 12호,부산광역시,
어썸펫동물병원,041-355-2008,충청남도 당진시 수청동 1022번지,충청남도,
어울림 동물병원,054-975-7579,경상북도 칠곡군 석적읍 중리 137번지 10호,경상북도,
어울림동물메디컬센터,051-711-7581,부산광역시 강서구 명지동 3420번지 7호,부산광역시,
어울림동물병원,062-362-2882,광주광역시 서구 풍암동 893번지 1호,광주광역시,
어진종합동물병원,638-8275,대구광역시 달서구 상인동 255번지 2호,대구광역시,
언제나동물병원,041-543-7009,충청남도 아산시 배방읍 장재리 1517번지,충청남도,
엄궁종합동물병원,051-316-7597,부산광역시 사상구 엄궁동 25번지 25호,부산광역시,
엄마손동물병원,042-585-0076,대전광역시 서구 도마동 173번지 1호 도마동써머스빌주상복합,대전광역시,
에니펫동물병원,523-0275,충청남도 천안시 동남구 신부동 816번지 대흥빌딩,충청남도,
에덴동물병원,061-542-2785,전라남도 진도군 진도읍 남동리 745번지 25호,전라남도,
에이스동물병원,238-0055,충청북도 청주시 흥덕구 개신동 699번지 고담빌딩,충청북도,
에이스종합동물병원,582-8701,부산광역시 금정구 구서동 839번지 1호,부산광역시,
에이치동물메디컬센터,051-583-7575,부산광역시 금정구 부곡동 889번지 7호,부산광역시,
에코동물병원,063-251-7975,전라북도 전주시 덕진구 송천동2가 1311번지 에코시티 데시앙 4블럭,전라북도,
엑슬루 동물병원,0429347582,대전광역시 대덕구 석봉동 770번지 금강엑슬루타워,대전광역시,
엘동물의료센터,051-862-8275,부산광역시 연제구 연산동 1123번지 22호,부산광역시,
엘케이동물의료센터,043-288-7599,충청북도 청주시 상당구 용암동 2623번지,충청북도,
여수동물병원,641-4542,전라남도 여수시 서교동 224번지 1호,전라남도,
여천종합동물병원,644-5250,전라남도 여수시 돌산읍 군내리 545번지,전라남도,
연경동물병원,053-985-7550,대구광역시 북구 연경동 960번지 1호,대구광역시,
연두동물병원,959-7533,광주광역시 광산구 신창동 1211번지 4호,광주광역시,
연산동물의료센터,051-791-0175,부산광역시 연제구 연산동 1953번지 1호,부산광역시,
연성 동물병원,054-761-0005,경상북도 경주시 안강읍 안강리 346번지 16호,경상북도,
연수동물메디컬센터,032-817-5182,인천광역시 연수구 연수동 600번지 5호,인천광역시,
연이동물병원,042-581-7282,대전광역시 서구 정림동 593번지,대전광역시,
연제종합동물병원,753-8875,부산광역시 수영구 망미동 963번지 21호,부산광역시,
연지동물병원,055-342-7700,경상남도 김해시 구산동 1082번지 7호,경상남도,
연합,564-2214,전라북도 고창군 고창읍 읍내리 212번지 19호,전라북도,
연합가축병원,054-853-6676,경상북도 안동시 당북동 311번지 7호,경상북도,
연합동물병원,0553878805,경상남도 양산시 북부동 485번지 6호,경상남도,
연합동물병원,245-7588,전라북도 완주군 용진읍 상운리 74번지 2호,전라북도,
연합동물병원,063-445-2544,전라북도 군산시 장재동 206번지 5호 7통 3반,전라북도,
연향동물병원,061-745-0075,전라남도 순천시 연향동 1437번지 4호,전라남도,
연희동물병원,5614667,인천광역시 서구 심곡동 303번지 6호,인천광역시,
열린동물병원,952-7227,대구광역시 동구 신암동 799번지 1호,대구광역시,
열린동물병원,564-0075,충청남도 천안시 동남구 신부동 388번지 5호 천광빌딩,충청남도,
열린동물병원,743-6466,강원도 원주시 무실동 1734번지 4호,강원도,
열린동물병원,044-865-5187,세종특별자치시 조치원읍 죽림리 114번지 1호,세종특별자치시,
열린동물병원,041-865-5187,충청남도 연기군 조치원읍 원리 15번지 20호,충청남도,
열린동물병원,043-857-0075,충청북도 충주시 교현동 1326번지,충청북도,
염동물병원,292-3690,부산광역시 사하구 괴정동 472번지 51호,부산광역시,
영광동물병원,0613522315,전라남도 영광군 군서면 남죽리 101번지,전라남도,
영광축협동물병원,353-8555,전라남도 영광군 영광읍 녹사리 33번지 1호,전라남도,
영남가축병원,744-2024,경상북도 경주시 문무대왕면 어일리 1295번지 193호,경상북도,
영남동물병원(출장진료전문병원),055-375-9933,경상남도 양산시 하북면 용연리 403번지 2호,경상남도,
영덕울진축산농협 동물병원,054-783-1995,경상북도 울진군 매화면 매화리 408번지,경상북도,
영덕울진축협 동물병원,054-733-7120~3,경상북도 영덕군 영덕읍 화수리 592번지,경상북도,
영도동물병원,051-415-2566,부산광역시 영도구 영선동1가 20번지 4호,부산광역시,
영민동물병원,054-858-8575,경상북도 안동시 송현동 419번지 1호,경상북도,
영생동물병원,322-2302,전라남도 함평군 함평읍 내교리 214번지 7호 11통 4반,전라남도,
영재애견종합병원,527-8275,광주광역시 동구 산수동 542번지 62호 9통 2반,광주광역시,
영종H동물의료센터,0327527515,인천광역시 중구 중산동 1873번지 3호,인천광역시,
영주축협동물병원,054-634-0224,경상북도 영주시 가흥동 885번지 2호,경상북도,
영진가축병원,754-2700,경상남도 진주시 금곡면 두문리 608번지 18호,경상남도,
영천동물병원,054-333-8275,경상북도 영천시 야사동 179번지 6호,경상북도,
예동물병원,945-8277,광주광역시 광산구 소촌동 529번지 21호,광주광역시,
예동물병원,032-362-8111,인천광역시 부평구 갈산동 385번지 10호,인천광역시,
예서동물병원,064-749-1801,제주특별자치도 제주시 노형동 1057번지 2호 노형이화2차아파트,제주특별자치도,
예임양계병원,343-8380,강원도 횡성군 횡성읍 읍하리 548번지 10호,강원도,
예천축산농협 동물병원,054-652-8515,경상북도 예천군 예천읍 청복리 842번지,경상북도,
오 동물병원,053-641-1050,대구광역시 달서구 월성동 1832번지,대구광역시,
오룡 동물병원,061-282-2398,전라남도 무안군 삼향읍 남악리 1854번지,전라남도,
오리진 동물피부과병원,051-753-7582,부산광역시 수영구 민락동 110번지 82호 3층,부산광역시,
오성동물병원,043-240-7654,충청북도 청주시 청원구 오창읍 화산리(華山) 278번지 8호,충청북도,
오션동물메디컬센터,051-711-5999,부산광역시 해운대구 반여동 1441번지 85호 다솜빌딩,부산광역시,
오송 동물병원,043-237-7975,충청북도 청원군 오송읍 만수리 568번지,충청북도,
오원석 황금동물병원,767-1177,대구광역시 중구 대봉동 48번지 13호,대구광역시,
오월드 동물병원,0425804960,대전광역시 중구 사정동 142번지 대전동물원,대전광역시,
오즈동물병원,062-654-1275,광주광역시 남구 주월동 536번지 24호 오즈동물병원,광주광역시,
오창동물병원,217-2069,충청북도 청주시 청원구 오창읍 장대리 294번지 3호,충청북도,
오창동물병원,217-2069,충청북도 청원군 오창읍 장대리 294,충청북도,
오창제일동물병원,043-215-7517,충청북도 청원군 오창읍 구룡리 409번지 4호,충청북도,
오태동물병원,054-462-7050,경상북도 구미시 오태동 742번지 1호,경상북도,
옥과동물병원,061-363-7582,전라남도 곡성군 옥과면 리문리 409번지 14호,전라남도,
옥동종합 동물병원,266-0075,울산광역시 남구 옥동 249번지 3호,울산광역시,
옥천동물병원,043-732-8844,충청북도 옥천군 옥천읍 삼양리 222번지 201호,충청북도,
옥포태양동물병원,053-617-0313,대구광역시 달성군 옥포읍 교항리 2913번지,대구광역시,
온 동물병원,055-854-7582,경상남도 사천시 사천읍 수석리 302번지 9호 배광용한약국,경상남도,
온누리 동물병원,794-7582,전라남도 광양시 중동 1636번지 12호,전라남도,
온누리 동물병원,032-567-2575,인천광역시 서구 마전동 909번지 9호,인천광역시,
온누리 동물병원,055-274-7525,경상남도 창원시 중앙동 89번지 1호 Y캐슬빌딩,경상남도,
온누리 동물의료센터,055-274-7525,경상남도 창원시 성산구 상남동 2번지 7호 금탑빌딩 1층,경상남도,
온누리동물병원,061-723-7582,전라남도 순천시 조례동 1718번지 4호,전라남도,
온누리동물병원,053-584-2757,대구광역시 달서구 이곡동 541번지 9호,대구광역시,
온누리동물병원,032-866-5725,인천광역시 미추홀구 용현동 146번지 275호,인천광역시,
온누리동물병원,051-701-7555,부산광역시 해운대구 좌동 1443번지 7호 삼정프라자,부산광역시,
온누리동물병원(천안점),041-414-7582,충청남도 천안시 동남구 봉명동 451번지,충청남도,
온리동물병원,032-719-4812,인천광역시 부평구 십정동 289번지 8호 더샵부평센트럴시티 상가동 F 105,인천광역시,
온마음동물병원,051-552-6800,부산광역시 동래구 온천동 180번지 14호 온천장역삼정그린코아더시티,부산광역시,
온양 발리동물병원,052-239-7585,울산광역시 울주군 온양읍 발리 1311번지 온양서희스타힐스,울산광역시,
온양동물병원,041-541-1222,충청남도 아산시 온천동 1791번지,충청남도,
온유동물병원,061-755-0155,전라남도 순천시 서면 선평리 245번지 1호,전라남도,
온정동물병원,051-531-8275,부산광역시 동래구 안락동 633번지 4호 동림빌딩,부산광역시,
온천동물병원,051-505-4088,부산광역시 동래구 온천동 1266번지 4호,부산광역시,
온천천동물병원,051-868-7579,부산광역시 연제구 거제동 1466번지 24호,부산광역시,
올리브 동물병원,063-652-9951,전라북도 순창군 순창읍 순화리 471번지 2호,전라북도,
올리브 동물병원,042-222-3700,대전광역시 중구 목동 93번지 3호,대전광역시,
올리브동물병원,053-383-0075,대구광역시 북구 산격동 1838번지,대구광역시,
올치동물병원,062-716-5775,광주광역시 북구 본촌동 673번지 14호,광주광역시,
올케어 동물의료센터,051-714-0011,부산광역시 부산진구 양정동 511번지 2호,부산광역시,
올펫 동물병원,764-7582,대구광역시 수성구 상동 279번지 2호,대구광역시,
와와동물벼원,273-7582,충청북도 청주시흥덕구 사직동 593번지 1호,충청북도,
와와동물병원,273-7582,충청북도 청주시 서원구 사직동 574번지 10호,충청북도,
와우동물병원,225-0075,울산광역시 울주군 언양읍 동부리 370번지 15호,울산광역시,
와이즈동물병원,716-3475,대전광역시 서구 가수원동 897번지,대전광역시,
왕궁동물병원,291-5214,전라북도 익산시 왕궁면 구덕리 522번지 10호,전라북도,
왜관동물병원,054-977-7365,경상북도 칠곡군 왜관읍 왜관리 211번지 5호,경상북도,
요셉동물병원,061-763-7582,전라남도 광양시 광양읍 칠성리,전라남도,
용동물병원,055-286-7511,경상남도 창원시 상남동 34번지 1호 서울메디컬빌딩 102호,경상남도,
용산동물병원,043-847-7582,충청북도 충주시 용산동 1953번지,충청북도,
용산종합동물병원,053-562-1132,대구광역시 달서구 감삼동 105번지 1호,대구광역시,
용원동물병원,055-543-7523,경상남도 창원시 진해구 용원동 1265번지 4호,경상남도,
용원동물병원,055-543-7523,경상남도 창원시 진해구 용원동 1265번지 4호,경상남도,
용호동물병원,628-0855,부산광역시 남구 용호동 368번지 4호 목련아파트,부산광역시,
우리가축병원,063-262-8575,전라북도 완주군 고산면 읍내리 549번지 22호 나래빌딩,전라북도,
우리동물병원,033-263-7502,강원도 춘천시 동내면 거두리 926번지 5호,강원도,
우리동물병원,836-4020,충청북도 증평군 증평읍 신동리 111번지,충청북도,
우리동물병원,063-226-3333,전라북도 전주시 완산구 효자동1가 276번지 7호,전라북도,
우리동물병원,260-1684,충청북도 청원군 옥산면 오산리 535번지 1호,충청북도,
우리동물병원,653-4031,전라남도 여수시 여서동 223번지 5호,전라남도,
우리동물병원,571-9318,충청남도 천안시 서북구 쌍용동 1169번지,충청남도,
우리동물병원,063-547-2670,전라북도 김제시 요촌동 382번지 6호,전라북도,
우리동물병원,748-5487,경상남도 진주시 이현동 21번지 3호 이현종합시장,경상남도,
우리동물병원,741-7573,대구광역시 남구 봉덕동 555번지 9호,대구광역시,
우리동물병원,0619349825,전라남도 곡성군 곡성읍 읍내리 775번지 59호,전라남도,
우리동물병원,061-394-0078,전라남도 장성군 삼계면 사창리 482번지 18호,전라남도,
우리동물병원,063-642-5550,전라북도 임실군 오수면 오수리 348번지 21호,전라북도,
우리동물병원,566-0075,인천광역시 서구 연희동 687번지 2호,인천광역시,
우리동물병원,054-373-3366,경상북도 청도군 화양읍 범곡리 140번지 3호,경상북도,
우리동물병원,061-281-7520,전라남도 목포시 석현동 816번지 17호 우진아트빌,전라남도,
우리동물병원,055-644-8801,경상남도 통영시 정량동 1376번지 3호,경상남도,
우리동물병원,363-0600,충청남도 당진시 합덕읍 소소리 465번지 1호,충청남도,
우리동물병원,055-932-5279,경상남도 합천군 합천읍 합천리 867번지,경상남도,
우리동물병원,054-336-7772,경상북도 영천시 완산동 994번지 62호,경상북도,
우리동물병원,055-609-7582,경상남도 창원시 의창구 팔용동 104번지 3호 화성빌딩,경상남도,
우리동물병원,260-1684,충청북도 청주시 흥덕구 옥산면 가락리 764번지 95호,충청북도,
우리동물병원(산업),743-7585,제주특별자치도 제주시 한림읍 금악리 116번지 성이시돌피정의집,제주특별자치도,
우리들동물병원,063-834-7585,전라북도 익산시 금마면 서고도리 196번지 10호 16통,전라북도,
우리아이동물메디컬센터,044-867-2727,세종특별자치시 나성동 738번지 세종포레뷰1,세종특별자치시,
우리종합동물병원,321-7585,경상남도 김해시 부곡동 1161번지 8호,경상남도,
우리집동물병원,437-8275,인천광역시 남동구 논현동 746번지 6호 가산타워 104호,인천광역시,
우린동물병원,041-558-8875,충청남도 아산시 배방읍 장재리 1757번지,충청남도,
우방가축병원,974-0074,경상남도 산청군 산청읍 산청리 201번지 1호,경상남도,
우성농협,853-6005,충청남도 공주시 우성면 동대리 145번지 6호 145-6,충청남도,
우성동물병원,054-373-7115,경상북도 청도군 청도읍 원정리 534번지 3호,경상북도,
우성동물병원,054-382-1357,대구광역시 군위군 군위읍 서부리 151번지 31호,대구광역시,
우수영동물병원,533-7373,전라남도 해남군 문내면 동외리 857번지 7호,전라남도,
우신동물병원,753-8128,충청남도 금산군 금산읍 상리 176번지 25호 19통 4반,충청남도,
우암동물병원,636-5242,부산광역시 남구 감만동 46번지 1호 우암 자유 4차 아파트 상가 109,부산광역시,
우일축산 AH,0533810044,대구광역시 북구 산격동 1816번지,대구광역시,
우정 동물병원,281-2294,울산광역시 중구 유곡동 475번지 10호,울산광역시,
우정 팜 크리닉,054-439-0118,경상북도 김천시 평화동,경상북도,
우주동물병원,043 -838 -4275,충청북도 증평군 증평읍 창동리 791번지,충청북도,
우진동물병원,865-1782,부산광역시 부산진구 부암동 343번지 86호,부산광역시,
우포 따오기 구조 치료센터,055-530-7425,경상남도 창녕군 장마면 신구리 125번지 따오기 구조치료센터,경상남도,
운남동물병원,952-7588,광주광역시 광산구 신가동 930번지 5호,광주광역시,
울산동물병원,297-0979,울산광역시 중구 학성동 192번지 1호,울산광역시,
울산에스동물메디컬센터,707-2475,울산광역시 남구 달동 116번지 2호,울산광역시,
울산착한동물병원,052-291-1190,울산광역시 북구 매곡동 230번지,울산광역시,
울산축협동물병원,052-264-6708,울산광역시 울주군 언양읍 서부리,울산광역시,
웅상동물병원,055-366-0300,경상남도 양산시 덕계동 736번지 3호 웅상동물병원,경상남도,
웅상프랜드 동물병원,364-7585,경상남도 양산시 덕계동 718번지 46호,경상남도,
원 동물병원,063-653-2002,전라북도 순창군 순창읍 순화리 483번지 2호,전라북도,
원 동물병원,051-333-7584,부산광역시 북구 화명동 2277번지 4호 삼한골든뷰,부산광역시,
원당동물병원,032-566-7588,인천광역시 서구 당하동 1028번지 7호 창신프라자,인천광역시,
원동물병원,255-8275,대구광역시 중구 대봉동 40번지 135호,대구광역시,
원동물병원,264-7872,울산광역시 울주군 언양읍 서부리 232번지 1호,울산광역시,
원주24시스카이동물메디컬센터,033-813-9975,강원특별자치도 원주시 단구동 1599번지 6호 골드프라자,강원도,
원주동물병원,033-743-8882,강원도 원주시 단계동 826번지 12호,강원도,
원주축협동물병원,033-735-7359,강원도 원주시 문막읍 건등리 1477번지 1호 0통 0반,강원도,
원헬스 동물의료센터,247-7975,울산광역시 남구 무거동 228번지 1호,울산광역시,
월평동물병원,489-8890,대전광역시 서구 월평동 285번지 1호,대전광역시,
웰 동물병원,032-819-2852,인천광역시 연수구 청학동 503번지 3호 소망글로벌,인천광역시,
웰니스 동물병원,042-624-6275,대전광역시 동구 용전동 63번지 3호 대전복합터미널(서관) 3층,대전광역시,
웰니스 동물병원,064-711-7572,제주특별자치도 제주시 연동 280번지 28호 진빌딩,제주특별자치도,
웰니스 클리닉 동물병원,032-765-7582,인천광역시 동구 송림동 296번지 2호 이마트,인천광역시,
웰니스동물병원,567-7552,충청남도 천안시 서북구 백석동 1047번지,충청남도,
웰니스크리닉,0518037511,부산광역시 부산진구 부암동 93번지 이마트트레이더스서면점,부산광역시,
웰니스클리닉 연수점,032-821-0975,인천광역시 연수구 동춘동 926번지 9호 이마트,인천광역시,
웰동물메디컬센터,433-7582,인천광역시 남동구 구월동 1145번지 6호,인천광역시,
웰동물병원,051-515-7272,부산광역시 금정구 구서동 471번지 8호,부산광역시,
웰동물병원,063-227-8275,전라북도 전주시 완산구 효자동2가 1255번지 2호,전라북도,
웰빙동물병원,055-262-1209,경상남도 창원시 성산구 상남동 45번지 1호 스카이웰빙파크,경상남도,
웰빙동물병원,064-725-5106,제주특별자치도 제주시 애월읍 광령리 3158번지 1호,제주특별자치도,
웰빙동물병원,055-262-1209,경상남도 창원시 상남동 45번지 1호 스카이웰빙파크 106-1,경상남도,
웰케어동물병원,544-2475,대전광역시 서구 관저동 1781번지,대전광역시,
위드동물병원,053-639-0788,대구광역시 달서구 진천동 576번지 1호,대구광역시,
위드동물병원,033-645-5575,강원도 강릉시 홍제동 1026번지 5호,강원도,
위드동물병원,051-891-7597,부산광역시 부산진구 당감동 351번지,부산광역시,
위드펫동물병원,0552964400,경상남도 창원시 마산회원구 합성동 130번지 25호,경상남도,
위드펫동물병원,055-296-4400,경상남도 창원시 마산회원구 합성동 130번지 25호,경상남도,
위즈펫동물병원(롯데마트 울산점),268-3567,울산광역시 남구 달동 830번지 1호,울산광역시,
윌 동물외상센터,383-7595,광주광역시 서구 쌍촌동 1248번지 18호,광주광역시,
유니온동물의료센터,055-288-5055,"경상남도 창원시 의창구 도계동 원이대로56번길 2-35 (1,2층), 원이대로56번길 2-39 (1층)",경상남도,
유니온동물의료센터,0537628899,대구광역시 수성구 황금동 848번지 1호,대구광역시,
유동물병원,526-3575,광주광역시 북구 신안동 479번지 36호,광주광역시,
유동물의료센터,343-7566,부산광역시 북구 덕천동 381번지 7호,부산광역시,
유림동물병원,062-527-7588,광주광역시 북구 동림동 1256번지 101호,광주광역시,
유림동물병원,062-527-7588,광주광역시 서구 동천동 595번지,광주광역시,
유명동물병원,733-4290,충청남도 논산시 취암동 1039번지 11호,충청남도,
유성동물병원,822-1952,대전광역시 유성구 장대동 317번지 13호,대전광역시,
유성동물병원,796-4451,제주특별자치도 제주시 한림읍 동명리 705번지 5호,제주특별자치도,
유성준동물병원,051-555-4813,부산광역시 동래구 수안동 568번지,부산광역시,
유성튼튼동물병원,0428257551,대전광역시 유성구 죽동 718번지 6호,대전광역시,
유앤아이 동물병원,055-298-7585,경상남도 창원시 마산회원구 양덕동 151번지 18호,경상남도,
유앤아이동물병원,063-275-7553,전라북도 전주시 완산구 서신동 959번지 2호,전라북도,
유어캣 고양이병원,051-757-1275,부산광역시 수영구 민락동 774번지 센텀비스타동원2차 상가 401 203,부산광역시,
유일동물병원(산업동물에 대한 출장진료를 전문으로 함.),041-565-5297,충청남도 천안시 동남구 신방동 263번지 3호,충청남도,
유한회사 키움팜동물병원,537-6556,전라북도 정읍시 농소동 49번지 215호,전라북도,
육군 군견훈련소,033-264-0909,강원도 춘천시 동내면 학곡리 사서함 114-20,강원도,
윤동물병원,061-867-8675,전라남도 장흥군 관산읍 죽교리 467번지 3호,전라남도,
윤성철동물병원,435-6995,강원특별자치도 홍천군 홍천읍 신장대리 18번지 5호,강원도,
율곡동물병원,435-3336,경상북도 김천시 율곡동 780번지 율곡스퀘어Ⅲ,경상북도,
율하 베스트 동물메디컬센터,055-326-7501,경상남도 김해시 율하동 1340번지 2호,경상남도,
율하동물병원,964-7588,대구광역시 동구 율하동 1292번지,대구광역시,
율하시티동물병원,055-333-9107,경상남도 김해시 율하동 1331번지 2호,경상남도,
으뜸동물병원,032-713-4904,인천광역시 미추홀구 주안동 465번지 2호,인천광역시,
은하수 동물병원,062-716-4282,광주광역시 남구 진월동 264번지 3호,광주광역시,
음성동물병원,043-872-2262,충청북도 음성군 음성읍 읍내리 549번지 12호 6통 3반,충청북도,
