,hospital_name,hospital_phone,hospital_address
3749,자연동물병원,032-551-0975,인천광역시 계양구 작전동 428번지 6호
3750,자연동물병원,506-7975,부산광역시 동래구 사직동 42번지 1호
3751,자연동물병원,02-576-8275,서울특별시 강남구 개포동 1211번지
3752,자연앤동물병원,031-215-7582,경기도 수원시 영통구 이의동 1369번지 2호 국제프라자
3753,자연앤동물병원,031-994-7599,경기도 남양주시 다산동 6089번지 3호
3754,자연은동물병원,"322-7583,7586",경상남도 김해시 삼방동 184번지 1호
3755,자유로 동물병원,,경기도 고양시 일산서구 대화동 1450번지 1호 자유로프라자
3756,자인동물병원,***********,경상북도 경산시 자인면 서부리 256번지 5호 5통
3757,작은 친구 동물병원,031-970-9204,경기도 고양시 덕양구 토당동 855번지 1호
3758,작전 캣독 동물병원,032-544-0075,인천광역시 계양구 작전동 925번지 1호
3759,잘하는 동물메디컬센터,052-713-7582,울산광역시 북구 송정동 1235번지 4호
3760,잠실동물병원,02-6953-7587,서울특별시 송파구 잠실동 27번지 잠실주공아파트
3761,잠실베스트동물메디컬센터,02-2203-7975,서울특별시 송파구 석촌동 2번지 9호 금보 1층
3762,잠실베스트동물병원 수술재활센터,02-2203-7975,서울특별시 송파구 석촌동 2번지 9호 금보 2층
3763,잠실종합동물병원,02-415-7585,서울특별시 송파구 송파동 96번지 6호 창영빌딩
3764,잠실준25시동물병원,02-415-7580,서울특별시 송파구 삼전동 22번지 1호 유시에셋
3765,장 동물병원,262-7582,부산광역시 사하구 다대동 935번지 11호
3766,장곡애니동물병원,031-438-7552,경기도 시흥시 장곡동 823번지 3호
3767,장기가축병원,,경상북도 포항시 남구 장기면 마현리 322번지 1호 2통
3768,장동호동물병원,9537599,충청남도 서천군 서천읍 사곡리 275번지 2호
3769,장미동물병원(출장진료전문동물병원),382-8215,전라남도 담양군 담양읍 백동리 680번지 4호
3770,장산동물병원,529-5388,부산광역시 해운대구 반여동 1629번지 5호
3771,장성동물병원,249-7582,경상북도 포항시 북구 장성동 1353번지 5호 12통
3772,장성동물병원,,전라남도 장성군 장성읍 영천리 1324번지 5호
3773,장수동물의료원,031-373-0775,경기도 오산시 오산동 614번지 28호
3774,장수의과 동물병원,054-535-6496,경상북도 상주시 남성동 96번지 1호
3775,장승준동물치과병원,02-302-7502,서울특별시 서대문구 홍은동 400번지 1호 1층 우측상가
3776,장승포가축병원,***********,경상남도 거제시 장승포동 460-3번지
3777,장안동물병원,031-245-8961,"경기도 수원시 장안구 조원동 898번지 2호 메가플러스3차 111,112호"
3778,장암종합동물병원,843-1415,경기도 의정부시 신곡동 336번지 1호
3779,장우진동물병원,238-8275,경기도 화성시 병점동 870번지 화성 병점 에스케이 뷰
3780,장원동물병원,342-3739,부산광역시 북구 구포동 669번지 2호 장원동물병원
3781,장원동물병원(출장진료전문 동물병원),567-4723,충청남도 천안시 동남구 원성동 587번지 10호
3782,장유 동물병원,313-7582,경상남도 김해시 장유면 삼문리 77번지 14호
3783,장유동물병원,055)313-7582,경상남도 김해시 삼문동 77번지 14호
3784,장재영외과동물병원,031-8017-7511,경기도 성남시 분당구 운중동 940번지 판교메디칼타워
3785,장평25시동물종합병원,02-2215-2022,서울특별시 동대문구 장안동 307번지 3호
3786,장현 동물병원,575-7513,경기도 남양주시 진접읍 장현리 44번지 12호
3787,장호원동물병원,031-643-0010,경기도 이천시 장호원읍 진암리 5번지 5호
3788,재생동물병원,555-4130,부산광역시 동래구 낙민동 288번지 58호
3789,재송동물병원,784-0079,부산광역시 해운대구 재송동 1059번지 3호
3790,재영 동물병원,032-542-4647,인천광역시 계양구 작전동 901번지 4호 한샘프라자
3791,저스트벳 동물병원,031-378-1514,경기도 오산시 원동 841번지 파크스퀘어
3792,전남낙농농협 동물병원,740-8520,전라남도 순천시 남정동 545번지 7호 전남낙농농협
3793,전남낙농농협 동물병원,745-3995,전라남도 순천시 남정동 545번지 7호 전남낙농농협
3794,전남낙농농협 보성공장 동물병원,061-858-6330,전라남도 보성군 벌교읍 장좌리 54번지 3호
3795,전남낙협동물병원,0613368166,전라남도 나주시 산포면 산제리 387번지
3796,전남대학교 동물병원,530-2882,광주광역시 북구 용봉동 300번지 전남대학교
3797,전남동물병원,***********,전라남도 영광군 영광읍 남천리 309번지 20호
3798,전남야생동물구조관리센터,749-3898,전라남도 순천시 인월동 226번지 1호 야생동물구조관리센터
3799,전동물병원 (출장진료전문병원),***********,
3800,전병준동물병원,031-212-7582,경기도 수원시 팔달구 인계동 1036번지 수원미디어시티
3801,전북동물병원,063-255-4567,전라북도 전주시 덕진구 진북동 342번지 6호
3802,전북동물의료센터,063-850-0970,전라북도 익산시 마동 194번지 5호 전북대학교익산캠퍼스
3803,전북야생동물구조관리센터,063-850-0975,
3804,전영호동물병원,292-4112,울산광역시 중구 반구동 106번지 6호
3805,전주김제완주축협 김제지점 부설 동물병원,063-542-6786,전라북도 김제시 검산동 480번지 15호
3806,전주김제완주축협 부속동물병원,063-240-2888,전라북도 전주시 덕진구 호성동1가 711번지 4호
3807,전주동물병원,063-255-0630,전라북도 전주시 완산구 효자동3가 1480번지 3호
3808,정 동물병원,***********,충청남도 서산시 잠홍동 558번지 8호
3809,정 동물병원,031-898-2298,경기도 용인시 수지구 상현동 252번지 SR프라자
3810,정 동물병원,,대전광역시 서구 괴정동 80번지 2호
3811,정 메디컬 동물병원,***********,경상남도 창원시 성산구 상남동 7번지 1호 KT빌딩
3812,정가축병원,,충청남도 당진시 읍내동 626번지 9호 10통
3813,정가축병원,,충청남도 당진군 당진읍 읍내리 626번지 6호
3814,정강동물병원,544-8556,충청남도 아산시 모종동 580번지 3호
3815,정겨운동물병원,02-817-8172,서울특별시 동작구 상도1동 261번지
3816,정관착한동물의료센터,051-923-0119,"부산광역시 기장군 정관읍 매학리 713번지 6호 정관제일타워Ⅱ 202,203호"
3817,정남동물병원,031-354-8211,경기도 화성시 정남면 발산리 250번지
3818,정다운 동물병원(출장진료전문),,경상남도 진주시 금곡면 인담리 626번지
3819,정다운동물병원,032-328-0119,경기도 부천시 중동 1127번지
3820,정다운동물병원,062-959-7511,광주광역시 광산구 하남동 785번지
3821,정다운동물병원,041-557-7553,충청남도 천안시 서북구 불당동 1487번지
3822,정다운동물병원,031-498-7582,경기도 시흥시 정왕동 1731번지 1호
3823,정다운동물병원,055-262-8275,경상남도 창원시 성산구 사파동 11번지 4호
3824,정다운동물병원,482-5793,경기도 안산시 단원구 고잔동 634번지 4호 덕성빌딩
3825,정다운동물병원,***********,경상북도 구미시 선산읍 교리 1349번지
3826,정다운종합동물병원,031-272-1199,경기도 용인시 수지구 성복동 66번지 10호
3827,정담 동물메디컬센터,032-653-0119,경기도 부천시 송내동 563번지 국일빌딩
3828,정담 동물병원,***********,대전광역시 서구 갈마동 791번지 3호
3829,정동물병원,,전라남도 영광군 영광읍 도동리 263번지 1호
3830,정동물병원,781-6566,대구광역시 수성구 지산동 1258번지 11호
3831,정동물병원,***********,전라남도 구례군 구례읍 봉동리 442번지 3호 정가축병원
3832,정동물병원,043-256-2551,충청북도 청주시 청원구 율량동 1074번지
3833,정동물병원,***********,전라남도 나주시 공산면 금곡리 870번지 7호
3834,정동물병원,031-239-7585,경기도 수원시 팔달구 인계동 1135번지 7호
3835,정동물병원,749-7557,경기도 성남시 중원구 상대원동 2316번지
3836,정동물병원,***********,전라남도 장흥군 장흥읍 건산리 380번지 21호
3837,정동물병원,031-681-2406,경기도 평택시 안중읍 안중리 253번지 9호
3838,정동물병원,02-474-7588,
3839,정동물병원,256-2551,충청북도 청주시 상당구 북문로2가 116번지 244호
3840,정든동물병원,064-738-7975,제주특별자치도 서귀포시 법환동 19번지 1호
3841,정든동물병원,023069990,"서울특별시 은평구 증산동 213번지 20호 DMC센트럴자이 401동 상가 120, 130호"
3842,정말로동물병원,0226918119,서울특별시 양천구 신월동 559번지 7호 2층
3843,정산가축병원,041-942-9978,충청남도 청양군 정산면 서정리 156번지 37호
3844,정산동물병원,***********,전라북도 정읍시 이평면 두지리 195번지
3845,정서동물병원,422-5399,인천광역시 남동구 간석동
3846,정선가축병원,033-563-0198,강원특별자치도 정선군 정선읍 봉양리 220번지 6호
3847,정성환동물병원,252-8275,충청북도 청주시 상당구 내덕동 216번지 11호
3848,정성환동물병원,216-8274,충청북도 청주시 청원구 내덕동 216번지 11호
3849,정수동물병원,***********,경기도 안양시 동안구 평촌동 69번지 1호 본프라자
3850,정수의과병원,,경상북도 고령군 대가야읍 쾌빈리 6번지 1호 해동디오팰리스
3851,정원 양한방동물병원,707-7599,경기도 성남시 분당구 판교동 621번지 2호 한솔플라자
3852,정원동물병원,,부산광역시 부산진구 연지동 31번지 26호
3853,정원동물병원,061-745-1777,전라남도 순천시 풍덕동 1757번지 4호
3854,정이동물병원,***********,전라남도 강진군 강진읍 동성리 282번지 1호
3855,정이룸 동물병원,,인천광역시 서구 당하동 1092번지 5호
3856,정일동물병원,***********,경기도 성남시 중원구 성남동 4256번지 수성빌딩
3857,정자프라임동물병원,715-8203,경기도 성남시 분당구 정자동 117번지 1호 스포라이프 스포츠센타
3858,정자현대동물병원,031-714-9978,경기도 성남시 분당구 정자동 156번지 3호 대명제스트빌딩 5층
3859,정종합동물병원,***********,충청북도 충주시 지현동 387번지
3860,정종합동물병원,682-1279,경기도 부천시 원종동 372번지 5호
3861,정주산업동물병원,***********,전라북도 정읍시 농소동 127번지 57호 동물병원
3862,정중앙동물병원,***********,강원도 양구군 국토정중앙면 심포리 333번지 28호
3863,정직한 동물병원,070-4647-4849,제주특별자치도 서귀포시 대정읍 보성리 2477번지
3864,정직한 동물병원,051-205-2323,부산광역시 사하구 신평동 409번지 1호
3865,정직한동물의료센터,031-222-7617,경기도 수원시 권선구 권선동 941번지 5호
3866,정창수외과동물병원,031-911-7577,경기도 고양시 일산서구 대화동 2239번지 KINTEX ZONE
3867,정철 동물병원,052-287-0348,울산광역시 북구 진장동 727번지 4호
3868,정평동물병원,***********,경상북도 경산시 정평동 246번지 48호
3869,정훈동물병원,***********,부산광역시 부산진구 부전동 515번지 15호
3870,제갈견 동물병원,212-2475,울산광역시 중구 우정동 279번지 2호
3871,제갈동물병원 (출장진료 전문),665-0376,경기도 평택시 청북면 어연리 108번지 1호
3872,제니스동물병원,053-756-8290,대구광역시 수성구 범어동 167번지 18호
3873,제마동물병원,***********,제주특별자치도 제주시 조천읍 교래리 580번지
3874,제연동물병원,02-2242-7975,서울특별시 동대문구 전농동 652번지 1호
3875,제이동물병원,041-549-7582,충청남도 천안시 서북구 불당동 1284번지 천안불당2차 중흥s클레스 프라디움레이크 성가3 103
3876,제이스동물병원,,경기도 김포시 고촌읍 신곡리 538번지 5호 2층
3877,제이스동물병원,***********,경상남도 합천군 합천읍 합천리 494번지 29호
3878,제이에스 동물병원,***********,전라북도 정읍시 수성동 903번지 4호
3879,제이엘 동물병원,031-285-8275,경기도 용인시 기흥구 동백동 212번지 7호
3880,제이엘동물병원,053-652-7582,대구광역시 달서구 상인동 188번지 4호
3881,제이엠 동물병원,031-924-1375,경기도 고양시 일산동구 장항동 846번지 센트럴프라자
3882,제이준 말전문 동물병원,***********,전라북도 장수군 장계면 장계리 244번지 9호
3883,제인동물병원,02-468-7582,서울특별시 성동구 성수동2가 339번지 23호
3884,제일,031-633-9883,경기도 이천시 창전동 151번지 14호
3885,제일2차동물메디컬센터,516-1175,부산광역시 금정구 부곡동 24번지 6호
3886,제일F&C,055-533-7583,경상남도 창녕군 창녕읍 교하리 249번지 4호
3887,제일가축병원,***********,경상북도 칠곡군 왜관읍 왜관리 207번지 34호
3888,제일가축병원,***********,전라남도 영암군 영암읍 역리 269번지 1호
3889,제일가축병원,,경상북도 영천시 완산동 982번지 8호
3890,제일가축병원,741-9910,경상남도 진주시 인사동 180번지 1호
3891,제일가축병원,674-7343,경상남도 고성군 고성읍 송학리 325번지 4호
3892,제일가축병원,,경상남도 합천군 합천읍 합천리 660번지 3호
3893,제일동물병원,***********,충청남도 금산군 금산읍 상옥리 115번지
3894,제일동물병원,052-262-4888,울산광역시 울주군 삼남면 교동리 355번지 7호
3895,제일동물병원,061-356-2486,전라남도 영광군 법성면 법성리 1148번지 26호
3896,제일동물병원,033-252-7582,강원도 춘천시 퇴계동 889번지 3호
3897,제일동물병원,033-745-5125,강원도 원주시 중앙동 148번지
3898,제일동물병원,031-388-1845,경기도 안양시 동안구 비산동 1112번지 1호 안양건설타워
3899,제일동물병원,***********,경기도 남양주시 퇴계원읍 퇴계원리 312번지 28호
3900,제일동물병원,796-7111,제주특별자치도 제주시 한림읍 금악리 2093번지 1호
3901,제일동물병원,061-686-2244,전라남도 여수시 학동 67번지 3호
3902,제일동물병원,,전라북도 부안군 부안읍 서외리 10번지 5호
3903,제일동물병원,***********,충청북도 청주시 상당구 석교동 257번지
3904,제일동물병원,848-4598,
3905,제일동물병원,392-8850,경기도 군포시 산본동 1099번지 2호 대림프라자
3906,제일동물병원,061-744-1997,전라남도 순천시 인제동 369번지 20호 제일동물병원
3907,제일동물병원,332-4179,경기도 용인시 처인구 백암면 백암리 415번지
3908,제일동물병원,256-3309,충청북도 청주시상당구 석교동 245번지
3909,제일동물병원,042-252-7575,대전광역시 중구 문창동 75번지 116호
3910,제일동물병원,***********,전라남도 보성군 보성읍 보성리 927번지 25호
3911,제일동물병원,936-7582,충청남도 보령시 대천동 435번지 20호
3912,제일동물병원,323-2423,전라북도 무주군 안성면 장기리 1334번지 1호
3913,제일동물병원,***********,경상북도 경산시 중방동 849번지 21호
3914,제일동물진단영상센터,516-1175,부산광역시 금정구 부곡동 24번지 6호
3915,제일말전문병원,***********,광주광역시 서구 매월동 948번지
3916,제일종합동물병원,031-274-3575,경기도 용인시 기흥구 구갈동 589번지
3917,제일종합동물병원,***********,경기도 김포시 양촌읍 구래리 238번지 8호
3918,제일종합동물병원,894-3030,서울특별시 금천구 시흥동 837번지 37호
3919,제일팜산업동물병원,357-1445,충청남도 당진시 대덕동 1841번지
3920,제주 키움 동물병원,064-725-7579,제주특별자치도 제주시 이도이동 1860번지 1호
3921,제주 현 동물병원,***********,제주특별자치도 제주시 조천읍 신촌리 2549번지
3922,제주대학교 말전문동물병원,064-725-0175,제주특별자치도 제주시 아라일동 6번지 27호
3923,제주대학교 수의과대학 부설동물병원,754-3381,제주특별자치도 제주시 아라일동 1번지 제주대학교
3924,제주대학교 야생동물구조센터,064-752-9582,제주특별자치도 제주시 아라일동 6번지 94호 야생동물구조관리센타
3925,제주동물메디컬센터,***********,제주특별자치도 제주시 용강동 1353번지 5호
3926,제주동물병원,064-747-5006,제주특별자치도 제주시 애월읍 하귀1리 197번지 1호
3927,제주양돈농협 동물병원,064-796-8661,제주특별자치도 제주시 한림읍 한림리 925번지 1호
3928,제주오름동물병원,***********,제주특별자치도 제주시 노형동 1897번지 5호
3929,제주온동물병원,064-742-8575,제주특별자치도 제주시 연동 304번지 5호 코스모스태홍누리안5차아파트
3930,제주우리동물병원,***********,제주특별자치도 제주시 구좌읍 세화리 1217번지 1호
3931,제주자연동물병원,***********,제주특별자치도 제주시 구좌읍 한동리 3번지
3932,제주축산업협동조합 동물병원,756-4204,제주특별자치도 제주시 일도일동 1073번지
3933,제주특별자치도 동물위생시험소 (동물보호센터) 동물병원,064-710-4065,제주특별자치도 제주시 용강동 1065번지
3934,제주피그클리닉,064-796-1136,제주특별자치도 제주시 한림읍 동명리 1695번지
3935,제천 그레이스 동물병원,043-652-7582,충청북도 제천시 장락동 635번지 27호
3936,제천종합동물병원,043-652-0075,충청북도 제천시 중앙로2가 69번지 9호
3937,젠(Gen)동물병원,031-752-0075,경기도 성남시 분당구 야탑동 202번지 3호
3938,젠틀펫동물병원,783-1717,대구광역시 서구 중리동 1136번지 158호
3939,젬마동물병원,464-4488,인천광역시 남동구 만수동 948번지 4호
3940,조 동물병원,033-251-0911,강원도 춘천시 효자동 708번지 11호
3941,조광동물병원,,강원도 속초시 교동 826번지 4호
3942,조규만외과동물병원,032-656-7582,경기도 부천시 상동 463번지 대명그린프라자
3943,조수의과가축병원,,경상남도 고성군 회화면 배둔리 824번지 16호
3944,조아동물병원,028071616,서울특별시 금천구 독산동 1102번지 5호
3945,조아동물병원,,대구광역시 북구 복현동 209번지 9호
3946,조암동물병원,***********,경기도 화성시 우정읍 조암리 258번지 11호
3947,조앤박동물병원,051-702-7511,부산광역시 해운대구 좌동 985번지 2호
3948,조양래 동물의료센터,627-2885,부산광역시 남구 대연동 1746번지 5호 호수약국
3949,조원 동물병원,031-244-7975,경기도 수원시 장안구 조원동 734번지 18호
3950,조은 동물병원,033-742-8475,강원도 원주시 단계동 407번지 12호
3951,조은동물병원,031-242-7585,경기도 수원시 팔달구 화서동 135번지 1호
3952,조은동물병원,741-1701,경기도 성남시 중원구 성남동 2759번지 미래타운
3953,조은동물병원,***********,전라북도 정읍시 수성동 960번지 8호
3954,조은동물병원,867-7588,대전광역시 유성구 전민동 385번지 5호
3955,조은동물병원,428-0275,인천광역시 남동구 논현동 561번지 2호
3956,조은동물병원,***********,경상남도 거창군 거창읍 대동리 163번지 6호
3957,조은동물병원,0542777535,경상북도 포항시 남구 상도동 601번지 14호
3958,조은동물병원,064-762-0243,제주특별자치도 서귀포시 서귀동 270번지 7호 태흥장식
3959,조은동물의료원,053-742-0075,대구광역시 수성구 만촌동 854번지 1호
3960,조이 동물 재활클리닉,***********,경기도 안산시 단원구 원곡동 846번지 3호 라성프라자
3961,조이고양이병원X조이강아지병원,***********,경기도 안산시 단원구 원곡동 846번지 3호
3962,조이동물병원,919-1175,경기도 고양시 일산서구 덕이동 267번지 1호
3963,조이동물병원 제니스점,031-925-1175,경기도 고양시 일산서구 탄현동 1640번지 일산위브더제니스수퀘어 159
3964,조이앤동물병원,031-353-7522,경기도 화성시 향남읍 하길리 1465번지 2호
3965,조재진동물병원,032-518-3800,인천광역시 부평구 산곡동 411번지 23호
3966,조재환 동물병원,654-0607,경상북도 예천군 예천읍 남본리 218번지 1호
3967,조정연동물병원,806-8355,서울특별시 금천구 시흥동 838번지 33호
3968,조치원가축병원,865-2380,충청남도 연기군 조치원읍 상리 40번지 13호
3969,조치원동물병원,865-2380,세종특별자치시 조치원읍 상리 16번지
3970,조한웅동물병원,,전라북도 익산시 춘포면 쌍정리 160번지 1호 고려온천아파트상가
3971,조항일동물병원,544-9900,경상남도 창원시 진해구 석동 543번지 2호 화남빌딩
3972,조항일동물병원,055-544-9900,경상남도 창원시 진해구 이동 453번지 1호 예일빌딩
3973,조형선외과동물병원,02-2282-0119,서울특별시 성동구 금호동1가 526번지
3974,종로동물병원,523-7979,광주광역시 북구 운암동 1051번지 29호
3975,종합,934-2570,인천광역시 강화군 강화읍 관청리 119번지 9호 7통
3976,종합동동병원,041-363-6288,충청남도 당진군 합덕읍 운산리 917번지 6호
3977,종합동물병원,041-363-6288,충청남도 당진시 신평면 상오리 418번지 9호
3978,종합동물병원,655-4980,경기도 평택시 통복동 109번지 3호
3979,종합동물병원,055-353-7001,경상남도 밀양시 내이동 1177번지 9호
3980,종합동물병원,053-625-9088,대구광역시 달서구 성당동 211번지 1호
3981,종합동물병원,,경상남도 합천군 대양면 정양리 103번지 8호
3982,종합동물병원,041-943-8275,충청남도 청양군 청양읍 읍내리 164번지 2호
3983,좋아서하는 동물병원,02-703-0075,"서울특별시 용산구 원효로1가 133번지 3호 리첸시아 용산 B동 113,114호"
3984,좋은 친구들 동물병원,469-7782,인천광역시 남동구 만수동 869번지 11호
3985,좋은동물병원,382-7588,광주광역시 서구 금호동 753번지 2호
3986,좋은동물병원(출장전문),671-0175,경기도 안성시 양성면 동항리 693번지 4호
3987,좌천동물병원,727-0170,부산광역시 기장군 장안읍 좌천리 252번지 13호
3988,주동물병원,0529038275,울산광역시 남구 삼산동 180번지 33호
3989,주동물병원,***********,충청남도 계룡시 금암동 72번지 4호 반석빌딩
3990,주수의과 병원,,경상남도 의령군 의령읍 서동리 287번지 4호 1통 1반
3991,주안동물병원,032-203-0075,인천광역시 미추홀구 주안동 24번지 2호
3992,주암동물병원,061-754-1614,전라남도 순천시 주암면 광천리 486번지 1호 일미대중음식점
3993,주앤동물병원,041-547-0275,충청남도 아산시 온천동 2803번지
3994,주연동물병원,2207-9931,서울특별시 중랑구 면목동 353번지 25호
3995,주영 「산업동물에 대한 출장진료를 전문으로 함」,***********,경기도 이천시 장호원읍 장호원리 388번지
3996,주영동물약품병원,***********,전라남도 함평군 학교면 사거리 712번지 27호
3997,주주동물병원,031-284-8875,경기도 용인시 기흥구 구갈동 345번지 1호
3998,주주동물병원,***********,경상남도 김해시 관동동 590번지
3999,주주동물병원,033-652-0075,강원특별자치도 강릉시 입암동 596번지 1호
4000,주주동물병원,032-858-7582,"인천광역시 연수구 송도동 4번지 1호 송도더샵퍼스트월드 E 10,11"
4001,주주동물병원,524-7582,광주광역시 북구 풍향동 581번지 20호
4002,주주동물병원,02-2244-1081,서울특별시 동대문구 전농동 38번지 24호
4003,주주동물종합병원,02-556-0975,서울특별시 강남구 대치동 898번지 8호 1층
4004,주주종합동물병원,217-0078,충청북도 청주시 청원구 율량동 925번지
4005,주주종합동물병원,032-505-7262,인천광역시 부평구 부개동 301번지 38호
4006,주주종합동물병원,217-0078,충청북도 청주시 상당구 율량동 925번지
4007,주현동물병원,031-443-9726,경기도 안양시 만안구 안양동 714번지 94호
4008,죽전 쿨펫동물병원,031-261-7512,경기도 용인시 수지구 죽전동 1282번지
4009,죽전동물메디컬센터,053-563-7585,대구광역시 달서구 감삼동 140번지 32호
4010,죽전동물병원,031-266-2993,경기도 용인시 기흥구 보정동 1208번지 2호 씨티프라자
4011,죽전예담동물병원,031-264-7502,경기도 용인시 수지구 죽전동 1254번지 3호
4012,준 동물병원,053-475-00799,대구광역시 북구 복현동 209번지 1호
4013,준동물병원,***********,
4014,준동물병원,457-2220,서울특별시 광진구 자양동 553번지 588호
4015,준동물병원,055-381-7532,경상남도 양산시 물금읍 증산리 1734번지 3호
4016,준마동물병원(출장진료전문병원),***********,제주특별자치도 제주시 조천읍 선흘리 1960번지 23호
4017,중계이오동물병원,939-7579,"서울특별시 노원구 중계동 360번지 9호 두타빌 A동 111,112호"
4018,중곡동물병원,462-5595,서울특별시 광진구 중곡동 241번지 34호
4019,중동동물병원,655-6034,경기도 부천시 중동 749번지 17호
4020,중동우리아이동물병원,032-724-9898,경기도 부천시 중동 1300번지 센트럴파크 푸르지오
4021,중랑차 동물병원,***********,서울특별시 중랑구 상봉동 137번지 16호
4022,중리 더펫 동물병원,042-625-7588,대전광역시 대덕구 중리동 126번지 1호
4023,중마동물병원,793-0075,전라남도 광양시 중동 696번지 4호 18통 4반
4024,중문동물병원,0647393111,제주특별자치도 서귀포시 중문동 1886번지 1호
4025,중부,***********,경상북도 의성군 의성읍 도동리 971번지 6호
4026,중부 「산업동물에 대한 출장진료를 전문으로 함」,031-634-3030,경기도 이천시 중리동 208번지 8호
4027,중부동물병원,253-8278,대구광역시 중구 봉산동 53번지 2호
4028,중부동물병원,,충청북도 단양군 단양읍 별곡리 333번지
4029,중부동물병원,***********,경기도 화성시 팔탄면 노하리 436번지
4030,중부동물병원약품,***********,강원도 횡성군 둔내면 영랑리 356번지 22호
4031,중부벳동물병원,041-533-3548,충청남도 아산시 둔포면 둔포리 396번지 1호
4032,중산 메디컬 동물병원,053-813-7580,경상북도 경산시 중산동 632번지
4033,중산동물메디컬센터,0319768939,경기도 고양시 일산서구 일산동 555번지 9호
4034,중산동물병원,***********,울산광역시 울주군 삼남면 교동리 1555번지 1호 울산 교동 리슈빌아파트 상가2층
4035,중앙,***********,경상북도 의성군 다인면 서릉리 158번지 9호
4036,중앙 동물병원,,충청남도 예산군 고덕면 대천리 663번지 삼미아파트 B 603
4037,중앙가축병원,,충청남도 공주시 금성동 19번지 29호
4038,중앙가축병원,032-424-3331,인천광역시 미추홀구 주안동 72번지 11호
4039,중앙가축병원,,경상북도 경주시 안강읍 안강리 319번지 136호
4040,중앙가축병원,336-5141,경상남도 김해시 진례면 초전리 1148번지 148호
4041,중앙동물메디컬센터,512-3331,서울특별시 강남구 삼성동 90번지 8호 스타빌딩
4042,중앙동물병원,,광주광역시 남구 구동 37번지 4호
4043,중앙동물병원,***********,전라남도 담양군 담양읍 객사리 268번지
4044,중앙동물병원,,전라남도 고흥군 과역면 과역리 71번지 8호
4045,중앙동물병원,055-835-8275,경상남도 사천시 선구동 22번지 1호
4046,중앙동물병원,031-772-1261,경기도 양평군 양평읍 공흥리 751번지 1호
4047,중앙동물병원,735-3490,충청남도 논산시 반월동 41번지 8호 1통
4048,중앙동물병원,041-943-2326,충청남도 청양군 청양읍 읍내리 202번지 13호
4049,중앙동물병원,,부산광역시 서구 토성동1가 8번지 43호 3통 4반
4050,중앙동물병원,031-444-0275,경기도 안양시 만안구 안양동 622번지 216호
4051,중앙동물병원,755-9429,경기도 성남시 수정구 태평동 3502번지
4052,중앙동물병원,,경기도 의왕시 삼동 193번지 10호 2층
4053,중앙동물병원,055-263-8275,경상남도 창원시 성산구 중앙동 95번지 1호 하이페르상가
4054,중앙동물병원,749-7582,제주특별자치도 제주시 연동 1965번지 1호
4055,중앙동물병원,041-853-1474,충청남도 공주시 금성동 19번지 29호
4056,중앙동물병원,041-555-7575,충청남도 천안시 동남구 원성동 601번지 1호
4057,중앙동물병원,031-255-3735,경기도 수원시 팔달구 화서동 68번지 16호
4058,중앙동물병원,0329336862,인천광역시 강화군 강화읍 남산리 279번지 1호
4059,중앙동물병원,,경기도 포천시 관인면 탄동리 533번지 8호
4060,중앙동물병원,967-0300,서울특별시 성북구 석관동 268번지 11호
4061,중앙동물병원,885-3347,경기도 여주시 창동 111번지 3호
4062,중앙동물병원,***********,강원도 강릉시 주문진읍 교항리 48번지 218호
4063,중앙동물병원,982-8698,서울특별시 강북구 미아동 98번지 39호
4064,중앙동물의료센터,043-852-8875,충청북도 충주시 교현동 1134번지
4065,중앙애견종합병원,***********,경기도 김포시 사우동 201번지 26호
4066,중원동물병원,***********,충청북도 충주시 교현동 346번지 20호
4067,쥬라기동물병원,02-488-7463,
4068,쥬라기동물병원,455-7570,서울특별시 광진구 광장동 530번지 39호
4069,쥬라기동물종합병원,032-504-7582,인천광역시 부평구 부평동 115번지 18호
4070,쥬만지동물의료센터,031-374-0275,경기도 화성시 영천동 745번지 12호
4071,쥬시동물병원,410-9759,경기도 안산시 단원구 고잔동 717번지 강희그랜드빌
4072,쥬쥬동물병원,033-522-3313,강원도 동해시 효가동 162번지 53호
4073,쥬쥬동물병원,487-0275,경기도 안산시 단원구 고잔동 724번지 골든빌
4074,즐거운 동물병원,0547747576,경상북도 경주시 서부동
4075,즐거운동물병원,031-272-7583,경기도 용인시 수지구 성복동 162번지 2호 예반아이엔프라자
4076,증평동물병원,,충청북도 증평군 증평읍 교동리 39번지
4077,지 동물병원,051-728-0557,부산광역시 기장군 정관면 용수리 1312번지 5호
4078,지경희동물병원,051)704-0220,부산광역시 남구 용호동 532번지 19호
4079,지누동물병원,***********,경상북도 성주군 성주읍 예산리 855번지
4080,지동범 동물 안과 치과병원,515-7450,부산광역시 금정구 부곡동 255번지 4호 행복한빌딩
4081,지리산 산업동물병원,***********,전라북도 남원시 광치동 644번지 7호
4082,지리산동물병원,***********,전라북도 남원시 금동 325번지 2호
4083,지산동물병원,784-2483,대구광역시 수성구 지산동 1258번지 13호
4084,지성동물병원,***********,제주특별자치도 제주시 한림읍 금악리 2031번지 22호
4085,지수동물병원,054-435-8575,경상북도 김천시 부곡동 1504번지
4086,지안동물의료센터,055-754-0079,경상남도 진주시 강남동 242번지 4호
4087,지엔동물병원,02-812-8275,서울특별시 동작구 상도동 22번지 151호
4088,지오동물병원,032-872-7582,인천광역시 미추홀구 학익동 437번지 31호
